382.884,4.028026819,
384.783,4.074033976,
386.83,4.042691231,
378.304,4.077152014,
387.524,4.138835907,
386.545,4.148895979,
383.488,4.131409883,
385.092,4.209481001,
393.34,4.18194294,
383.087,4.171686888,
381.837,4.245943069,
395.317,4.253129005,
385.139,4.288802862,
389.319,3.901372194,
380.262,3.898496866,
379.974,3.940549135,
383.78,3.956223011,
384.058,4.086050749,
379.118,4.11384511,
376.159,4.10593009,
383.674,4.166366339,
376.314,4.134074211,
375.402,4.12847805,
378.591,4.173993826,
380.537,4.277140856,
381.736,4.273071051,
,,
,4.121062425376.166,3.862892151
377.025,3.851906061,
381.881,3.826619148,
388.068,3.881138086,
381.197,3.890161991,
384.317,3.87901473,
382.944,3.898096085,
389.241,3.90948987,
386.198,3.942902088,
376.605,4.001321077,
387.405,3.997060061,
382.516,4.078781128,
388.974,4.058438778,
375.188,3.396599054,
376.603,3.45574379,
380.514,3.452314854,
384.514,3.552013159,
382.061,3.539544821,
383.21,3.504641056,
386.992,3.533145189,
385.016,3.564906836,
387.332,3.590737104,
379.65,3.63162303,
387.994,3.575257063,
389.801,3.642415285,
387.565,3.639589787,
377.895,3.132276058,
381.81,3.121835947,
381.621,3.109390974,
383.809,3.150346041,
381.948,3.155687094,
380.54,3.168795824,
382.532,3.175137997,
387.623,3.244669199,
377.31,3.26938796,
382.511,3.250730038,
383.69,3.223973036,
386.083,3.305735826,
384.403,3.282102823,
388.802,3.60265398,
386.668,3.607191801,
384.06,3.570324183,
382.864,3.538522005,
388.721,3.66738677,
378.041,3.617558956,
388.724,3.59399581,
375.498,3.69956398,
386.204,3.738759041,
392.109,3.681949854,
390.189,3.671852112,
385.703,3.772123098,
386.289,3.790969849,
,,
,3.577183929,